1,汉族
2,壮族
3,满族
4,回族
5,苗族
6,维吾尔族
7,土家族
8,彝族
9,蒙古族
10,藏族
11,布依族
12,侗族
13,瑶族
14,朝鲜族
15,白族
16,哈尼族
17,哈萨克族
18,黎族
19,傣族
20,畲族
21,傈僳族
22,仡佬族
23,东乡族
24,拉祜族
25,水族
26,佤族
27,纳西族
28,羌族
29,土族
30,仫佬族
31,锡伯族
32,柯尔克孜族
33,达斡尔族
34,景颇族
35,毛南族
36,撒拉族
37,布朗族
38,塔吉克族
39,阿昌族
40,普米族
41,鄂温克族
42,怒族
43,京族
44,基诺族
45,德昂族
46,保安族
47,俄罗斯族
48,裕固族
49,乌孜别克族
50,门巴族
51,鄂伦春族
52,独龙族
53,塔塔尔族
54,赫哲族
55,高山族
56,珞巴族
